formula,system,processing,phase,gfa
Co28.476000V32.804000Zr38.720000,CoVZr,sputtering,AM,1
Co29.301000V31.139000Zr39.560000,CoVZr,sputtering,AM,1
Co30.108000V29.531000Zr40.361000,CoVZr,sputtering,AM,1
Co30.892000V27.988000Zr41.120000,CoVZr,sputtering,AM,1
Co31.657000V26.505000Zr41.838000,CoVZr,sputtering,AM,1
Co32.398000V25.087000Zr42.515000,CoVZr,sputtering,AM,1
Co33.117000V23.733000Zr43.151000,CoVZr,sputtering,AM,1
Co33.814000V22.440000Zr43.747000,CoVZr,sputtering,AM,1
Co34.487000V21.211000Zr44.302000,CoVZr,sputtering,AM,1
Co35.140000V20.042000Zr44.819000,CoVZr,sputtering,AM,1
Co35.769000V18.935000Zr45.296000,CoVZr,sputtering,AM,1
Co36.376000V17.887000Zr45.737000,CoVZr,sputtering,AM,1
Co36.964000V16.894000Zr46.142000,CoVZr,sputtering,AM,1
Co37.531000V15.957000Zr46.512000,CoVZr,sputtering,AM,1
Co38.079000V15.072000Zr46.849000,CoVZr,sputtering,AM,1
Co38.608000V14.239000Zr47.153000,CoVZr,sputtering,AM,1
Co26.178000V41.122000Zr32.700000,CoVZr,sputtering,AM,1
Co27.146000V39.215000Zr33.639000,CoVZr,sputtering,AM,1
Co28.103000V37.351000Zr34.546000,CoVZr,sputtering,AM,1
Co29.043000V35.540000Zr35.417000,CoVZr,sputtering,AM,1
Co29.967000V33.779000Zr36.253000,CoVZr,sputtering,AM,1
Co30.871000V32.079000Zr37.050000,CoVZr,sputtering,AM,1
Co31.754000V30.437000Zr37.809000,CoVZr,sputtering,AM,1
Co32.616000V28.854000Zr38.529000,CoVZr,sputtering,AM,1
Co33.455000V27.336000Zr39.209000,CoVZr,sputtering,AM,1
Co34.271000V25.879000Zr39.851000,CoVZr,sputtering,AM,1
Co35.061000V24.488000Zr40.451000,CoVZr,sputtering,AM,1
Co35.827000V23.160000Zr41.013000,CoVZr,sputtering,AM,1
Co36.570000V21.893000Zr41.537000,CoVZr,sputtering,AM,1
Co37.288000V20.691000Zr42.022000,CoVZr,sputtering,AM,1
Co37.982000V19.547000Zr42.470000,CoVZr,sputtering,AM,1
Co38.652000V18.466000Zr42.882000,CoVZr,sputtering,AM,1
Co39.299000V17.442000Zr43.259000,CoVZr,sputtering,AM,1
Co39.925000V16.472000Zr43.603000,CoVZr,sputtering,AM,1
Co40.528000V15.558000Zr43.914000,CoVZr,sputtering,AM,1
Co41.112000V14.695000Zr44.193000,CoVZr,sputtering,AM,1
Co41.675000V13.882000Zr44.442000,CoVZr,sputtering,AM,1
Co28.374000V40.200000Zr31.426000,CoVZr,sputtering,AM,1
Co29.409000V38.309000Zr32.282000,CoVZr,sputtering,AM,1
Co30.430000V36.463000Zr33.107000,CoVZr,sputtering,AM,1
Co31.432000V34.673000Zr33.895000,CoVZr,sputtering,AM,1
Co32.416000V32.936000Zr34.648000,CoVZr,sputtering,AM,1
Co33.377000V31.260000Zr35.363000,CoVZr,sputtering,AM,1
Co34.315000V29.645000Zr36.040000,CoVZr,sputtering,AM,1
Co35.230000V28.090000Zr36.680000,CoVZr,sputtering,AM,1
Co36.119000V26.600000Zr37.281000,CoVZr,sputtering,AM,1
Co36.983000V25.172000Zr37.845000,CoVZr,sputtering,AM,1
Co37.819000V23.810000Zr38.371000,CoVZr,sputtering,AM,1
Co38.629000V22.512000Zr38.859000,CoVZr,sputtering,AM,1
Co39.414000V21.275000Zr39.312000,CoVZr,sputtering,AM,1
Co40.171000V20.101000Zr39.728000,CoVZr,sputtering,AM,1
Co40.904000V18.986000Zr40.110000,CoVZr,sputtering,AM,1
Co41.611000V17.932000Zr40.457000,CoVZr,sputtering,AM,1
Co42.293000V16.935000Zr40.772000,CoVZr,sputtering,AM,1
Co42.953000V15.991000Zr41.056000,CoVZr,sputtering,AM,1
Co43.589000V15.102000Zr41.309000,CoVZr,sputtering,AM,1
Co44.205000V14.262000Zr41.533000,CoVZr,sputtering,AM,1
Co44.799000V13.472000Zr41.728000,CoVZr,sputtering,AM,1
Co30.686000V39.175000Zr30.139000,CoVZr,sputtering,AM,1
Co31.785000V37.302000Zr30.913000,CoVZr,sputtering,AM,1
Co32.868000V35.478000Zr31.654000,CoVZr,sputtering,AM,1
Co33.929000V33.712000Zr32.359000,CoVZr,sputtering,AM,1
Co34.969000V32.001000Zr33.030000,CoVZr,sputtering,AM,1
Co35.984000V30.354000Zr33.663000,CoVZr,sputtering,AM,1
Co36.972000V28.768000Zr34.260000,CoVZr,sputtering,AM,1
Co37.936000V27.243000Zr34.821000,CoVZr,sputtering,AM,1
Co38.870000V25.785000Zr35.344000,CoVZr,sputtering,AM,1
Co39.778000V24.389000Zr35.833000,CoVZr,sputtering,AM,1
Co40.655000V23.060000Zr36.285000,CoVZr,sputtering,AM,1
Co41.504000V21.794000Zr36.701000,CoVZr,sputtering,AM,1
Co42.326000V20.589000Zr37.085000,CoVZr,sputtering,AM,1
Co43.118000V19.447000Zr37.434000,CoVZr,sputtering,AM,1
Co43.885000V18.363000Zr37.752000,CoVZr,sputtering,AM,1
Co44.623000V17.339000Zr38.038000,CoVZr,sputtering,AM,1
Co45.336000V16.371000Zr38.293000,CoVZr,sputtering,AM,1
Co46.025000V15.456000Zr38.519000,CoVZr,sputtering,AM,1
Co46.689000V14.594000Zr38.717000,CoVZr,sputtering,AM,1
Co47.332000V13.780000Zr38.888000,CoVZr,sputtering,AM,1
Co47.952000V13.015000Zr39.033000,CoVZr,sputtering,AM,1
Co33.109000V38.050000Zr28.841000,CoVZr,sputtering,AM,1
Co34.268000V36.199000Zr29.533000,CoVZr,sputtering,AM,1
Co35.408000V34.400000Zr30.192000,CoVZr,sputtering,AM,1
Co36.524000V32.662000Zr30.815000,CoVZr,sputtering,AM,1
Co37.616000V30.981000Zr31.404000,CoVZr,sputtering,AM,1
Co38.679000V29.364000Zr31.957000,CoVZr,sputtering,AM,1
Co39.713000V27.812000Zr32.475000,CoVZr,sputtering,AM,1
Co40.719000V26.322000Zr32.959000,CoVZr,sputtering,AM,1
Co41.694000V24.898000Zr33.408000,CoVZr,sputtering,AM,1
Co42.639000V23.538000Zr33.823000,CoVZr,sputtering,AM,1
Co43.552000V22.244000Zr34.204000,CoVZr,sputtering,AM,1
Co44.434000V21.014000Zr34.552000,CoVZr,sputtering,AM,1
Co45.286000V19.844000Zr34.870000,CoVZr,sputtering,AM,1
Co46.108000V18.736000Zr35.156000,CoVZr,sputtering,AM,1
Co46.901000V17.686000Zr35.412000,CoVZr,sputtering,AM,1
Co47.666000V16.695000Zr35.639000,CoVZr,sputtering,AM,1
Co48.403000V15.759000Zr35.839000,CoVZr,sputtering,AM,1
Co49.115000V14.874000Zr36.011000,CoVZr,sputtering,AM,1
Co49.802000V14.041000Zr36.157000,CoVZr,sputtering,AM,1
Co50.466000V13.255000Zr36.279000,CoVZr,sputtering,AM,1
Co51.107000V12.517000Zr36.376000,CoVZr,sputtering,AM,1
Co36.847000V35.007000Zr28.146000,CoVZr,sputtering,AM,1
Co38.039000V33.237000Zr28.724000,CoVZr,sputtering,AM,1
Co39.203000V31.530000Zr29.267000,CoVZr,sputtering,AM,1
Co40.341000V29.882000Zr29.777000,CoVZr,sputtering,AM,1
Co41.446000V28.301000Zr30.253000,CoVZr,sputtering,AM,1
Co42.520000V26.785000Zr30.695000,CoVZr,sputtering,AM,1
Co43.563000V25.333000Zr31.104000,CoVZr,sputtering,AM,1
Co44.571000V23.948000Zr31.481000,CoVZr,sputtering,AM,1
Co45.547000V22.626000Zr31.827000,CoVZr,sputtering,AM,1
Co46.488000V21.371000Zr32.141000,CoVZr,sputtering,AM,1
Co47.396000V20.179000Zr32.425000,CoVZr,sputtering,AM,1
Co48.273000V19.047000Zr32.680000,CoVZr,sputtering,AM,1
Co49.116000V17.977000Zr32.907000,CoVZr,sputtering,AM,1
Co49.930000V16.963000Zr33.106000,CoVZr,sputtering,AM,1
Co50.713000V16.007000Zr33.279000,CoVZr,sputtering,AM,1
Co51.469000V15.105000Zr33.426000,CoVZr,sputtering,AM,1
Co52.198000V14.253000Zr33.550000,CoVZr,sputtering,AM,1
Co52.900000V13.451000Zr33.649000,CoVZr,sputtering,AM,1
Co53.580000V12.695000Zr33.725000,CoVZr,sputtering,AM,1
Co40.749000V31.996000Zr27.255000,CoVZr,sputtering,AM,1
Co41.955000V30.324000Zr27.720000,CoVZr,sputtering,AM,1
Co43.131000V28.714000Zr28.155000,CoVZr,sputtering,AM,1
Co44.272000V27.172000Zr28.556000,CoVZr,sputtering,AM,1
Co45.377000V25.697000Zr28.926000,CoVZr,sputtering,AM,1
Co46.449000V24.286000Zr29.265000,CoVZr,sputtering,AM,1
Co47.483000V22.943000Zr29.574000,CoVZr,sputtering,AM,1
Co48.482000V21.663000Zr29.855000,CoVZr,sputtering,AM,1
Co49.444000V20.450000Zr30.106000,CoVZr,sputtering,AM,1
Co50.370000V19.300000Zr30.330000,CoVZr,sputtering,AM,1
Co51.263000V18.208000Zr30.528000,CoVZr,sputtering,AM,1
Co52.122000V17.178000Zr30.700000,CoVZr,sputtering,AM,1
Co52.949000V16.203000Zr30.848000,CoVZr,sputtering,AM,1
Co53.744000V15.284000Zr30.972000,CoVZr,sputtering,AM,1
Co54.510000V14.418000Zr31.072000,CoVZr,sputtering,AM,1
Co55.250000V13.600000Zr31.150000,CoVZr,sputtering,AM,1
Co55.961000V12.831000Zr31.207000,CoVZr,sputtering,AM,1
Co44.763000V29.055000Zr26.182000,CoVZr,sputtering,AM,1
Co45.969000V27.487000Zr26.544000,CoVZr,sputtering,AM,1
Co47.136000V25.988000Zr26.875000,CoVZr,sputtering,AM,1
Co48.265000V24.557000Zr27.178000,CoVZr,sputtering,AM,1
Co49.358000V23.191000Zr27.452000,CoVZr,sputtering,AM,1
Co50.409000V21.893000Zr27.698000,CoVZr,sputtering,AM,1
Co51.423000V20.659000Zr27.918000,CoVZr,sputtering,AM,1
Co52.397000V19.491000Zr28.112000,CoVZr,sputtering,AM,1
Co53.334000V18.384000Zr28.282000,CoVZr,sputtering,AM,1
Co54.236000V17.336000Zr28.428000,CoVZr,sputtering,AM,1
Co55.101000V16.348000Zr28.551000,CoVZr,sputtering,AM,1
Co55.934000V15.414000Zr28.652000,CoVZr,sputtering,AM,1
Co56.734000V14.535000Zr28.731000,CoVZr,sputtering,AM,1
Co57.503000V13.706000Zr28.791000,CoVZr,sputtering,AM,1
Co58.245000V12.925000Zr28.830000,CoVZr,sputtering,AM,1
Co48.836000V26.211000Zr24.953000,CoVZr,sputtering,AM,1
Co50.021000V24.760000Zr25.219000,CoVZr,sputtering,AM,1
Co51.165000V23.377000Zr25.458000,CoVZr,sputtering,AM,1
Co52.269000V22.059000Zr25.672000,CoVZr,sputtering,AM,1
Co53.329000V20.810000Zr25.861000,CoVZr,sputtering,AM,1
Co54.349000V19.624000Zr26.027000,CoVZr,sputtering,AM,1
Co55.328000V18.503000Zr26.169000,CoVZr,sputtering,AM,1
Co56.266000V17.444000Zr26.290000,CoVZr,sputtering,AM,1
Co57.169000V16.442000Zr26.390000,CoVZr,sputtering,AM,1
Co58.033000V15.498000Zr26.470000,CoVZr,sputtering,AM,1
Co58.863000V14.607000Zr26.530000,CoVZr,sputtering,AM,1
Co59.660000V13.769000Zr26.572000,CoVZr,sputtering,AM,1
Co60.425000V12.980000Zr26.595000,CoVZr,sputtering,AM,1
Co54.056000V22.168000Zr23.777000,CoVZr,sputtering,AM,1
Co55.162000V20.902000Zr23.937000,CoVZr,sputtering,AM,1
Co56.222000V19.704000Zr24.074000,CoVZr,sputtering,AM,1
Co57.240000V18.569000Zr24.191000,CoVZr,sputtering,AM,1
Co58.213000V17.499000Zr24.288000,CoVZr,sputtering,AM,1
Co59.146000V16.488000Zr24.366000,CoVZr,sputtering,AM,1
Co60.040000V15.534000Zr24.426000,CoVZr,sputtering,AM,1
Co60.895000V14.637000Zr24.469000,CoVZr,sputtering,AM,1
Co61.715000V13.790000Zr24.494000,CoVZr,sputtering,AM,1
Co7.460000V75.300000Zr17.300000,CoVZr,sputtering,CR,0
Co7.500000V74.000000Zr18.500000,CoVZr,sputtering,CR,0
Co7.530000V72.700000Zr19.800000,CoVZr,sputtering,CR,0
Co7.550000V71.300000Zr21.100000,CoVZr,sputtering,CR,0
Co7.550000V69.900000Zr22.600000,CoVZr,sputtering,CR,0
Co7.560000V68.400000Zr24.000000,CoVZr,sputtering,AM,1
Co7.550000V66.800000Zr25.600000,CoVZr,sputtering,AM,1
Co7.530000V65.200000Zr27.200000,CoVZr,sputtering,AM,1
Co7.500000V63.600000Zr28.900000,CoVZr,sputtering,AM,1
Co8.260000V76.500000Zr15.200000,CoVZr,sputtering,CR,0
Co8.310000V75.400000Zr16.300000,CoVZr,sputtering,CR,0
Co8.360000V74.200000Zr17.500000,CoVZr,sputtering,CR,0
Co8.390000V72.900000Zr18.700000,CoVZr,sputtering,CR,0
Co8.420000V71.600000Zr20.000000,CoVZr,sputtering,CR,0
Co8.430000V70.300000Zr21.300000,CoVZr,sputtering,AM,1
Co8.440000V68.800000Zr22.700000,CoVZr,sputtering,AM,1
Co8.430000V67.400000Zr24.200000,CoVZr,sputtering,AM,1
Co8.420000V65.800000Zr25.800000,CoVZr,sputtering,AM,1
Co8.390000V64.200000Zr27.400000,CoVZr,sputtering,AM,1
Co8.350000V62.600000Zr29.100000,CoVZr,sputtering,AM,1
Co8.300000V60.900000Zr30.800000,CoVZr,sputtering,AM,1
Co8.240000V59.200000Zr32.600000,CoVZr,sputtering,AM,1
Co9.190000V76.400000Zr14.400000,CoVZr,sputtering,CR,0
Co9.260000V75.300000Zr15.400000,CoVZr,sputtering,CR,0
Co9.310000V74.200000Zr16.500000,CoVZr,sputtering,CR,0
Co9.350000V73.000000Zr17.600000,CoVZr,sputtering,CR,0
Co9.390000V71.800000Zr18.800000,CoVZr,sputtering,CR,0
Co9.410000V70.500000Zr20.100000,CoVZr,sputtering,CR,0
Co9.420000V69.100000Zr21.400000,CoVZr,sputtering,AM,1
Co9.420000V67.700000Zr22.900000,CoVZr,sputtering,AM,1
Co9.410000V66.300000Zr24.300000,CoVZr,sputtering,AM,1
Co9.380000V64.700000Zr25.900000,CoVZr,sputtering,AM,1
Co9.340000V63.200000Zr27.500000,CoVZr,sputtering,AM,1
Co9.290000V61.600000Zr29.200000,CoVZr,sputtering,AM,1
Co9.230000V59.900000Zr30.900000,CoVZr,sputtering,AM,1
Co9.150000V58.200000Zr32.700000,CoVZr,sputtering,AM,1
Co9.060000V56.400000Zr34.500000,CoVZr,sputtering,AM,1
Co10.200000V76.200000Zr13.600000,CoVZr,sputtering,CR,0
Co10.300000V75.100000Zr14.600000,CoVZr,sputtering,CR,0
Co10.400000V74.100000Zr15.600000,CoVZr,sputtering,CR,0
Co10.400000V72.900000Zr16.600000,CoVZr,sputtering,CR,0
Co10.500000V71.800000Zr17.800000,CoVZr,sputtering,CR,0
Co10.500000V70.500000Zr19.000000,CoVZr,sputtering,CR,0
Co10.500000V69.300000Zr20.200000,CoVZr,sputtering,CR,0
Co10.500000V67.900000Zr21.600000,CoVZr,sputtering,AM,1
Co10.500000V66.500000Zr23.000000,CoVZr,sputtering,AM,1
Co10.500000V65.100000Zr24.400000,CoVZr,sputtering,AM,1
Co10.400000V63.600000Zr25.900000,CoVZr,sputtering,AM,1
Co10.400000V62.100000Zr27.500000,CoVZr,sputtering,AM,1
Co10.300000V60.500000Zr29.200000,CoVZr,sputtering,AM,1
Co10.300000V58.800000Zr30.900000,CoVZr,sputtering,AM,1
Co10.200000V57.100000Zr32.700000,CoVZr,sputtering,AM,1
Co10.100000V55.400000Zr34.500000,CoVZr,sputtering,AM,1
Co9.930000V53.700000Zr36.400000,CoVZr,sputtering,AM,1
Co11.400000V75.700000Zr12.900000,CoVZr,sputtering,CR,0
Co11.500000V74.800000Zr13.800000,CoVZr,sputtering,CR,0
Co11.500000V73.800000Zr14.700000,CoVZr,sputtering,CR,0
Co11.600000V72.700000Zr15.700000,CoVZr,sputtering,CR,0
Co11.600000V71.600000Zr16.800000,CoVZr,sputtering,CR,0
Co11.700000V70.400000Zr17.900000,CoVZr,sputtering,CR,0
Co11.700000V69.200000Zr19.100000,CoVZr,sputtering,CR,0
Co11.700000V68.000000Zr20.300000,CoVZr,sputtering,AM,1
Co11.700000V66.600000Zr21.600000,CoVZr,sputtering,AM,1
Co11.700000V65.300000Zr23.000000,CoVZr,sputtering,AM,1
Co11.700000V63.900000Zr24.500000,CoVZr,sputtering,AM,1
Co11.600000V62.400000Zr26.000000,CoVZr,sputtering,AM,1
Co11.600000V60.900000Zr27.600000,CoVZr,sputtering,AM,1
Co11.500000V59.300000Zr29.200000,CoVZr,sputtering,AM,1
Co11.400000V57.700000Zr30.900000,CoVZr,sputtering,AM,1
Co11.300000V56.100000Zr32.700000,CoVZr,sputtering,AM,1
Co11.200000V54.400000Zr34.500000,CoVZr,sputtering,AM,1
Co11.000000V52.700000Zr36.300000,CoVZr,sputtering,AM,1
Co10.800000V50.900000Zr38.200000,CoVZr,sputtering,AM,1
Co12.700000V75.200000Zr12.200000,CoVZr,sputtering,CR,0
Co12.700000V74.300000Zr13.000000,CoVZr,sputtering,CR,0
Co12.800000V73.300000Zr13.900000,CoVZr,sputtering,CR,0
Co12.900000V72.300000Zr14.800000,CoVZr,sputtering,CR,0
Co13.000000V71.200000Zr15.800000,CoVZr,sputtering,CR,0
Co13.000000V70.200000Zr16.800000,CoVZr,sputtering,CR,0
Co13.000000V69.000000Zr18.000000,CoVZr,sputtering,CR,0
Co13.100000V67.800000Zr19.100000,CoVZr,sputtering,AM,1
Co13.100000V66.600000Zr20.400000,CoVZr,sputtering,AM,1
Co13.100000V65.300000Zr21.700000,CoVZr,sputtering,AM,1
Co13.000000V63.900000Zr23.000000,CoVZr,sputtering,AM,1
Co13.000000V62.600000Zr24.500000,CoVZr,sputtering,AM,1
Co12.900000V61.100000Zr26.000000,CoVZr,sputtering,AM,1
Co12.800000V59.600000Zr27.500000,CoVZr,sputtering,AM,1
Co12.800000V58.100000Zr29.100000,CoVZr,sputtering,AM,1
Co12.600000V56.500000Zr30.800000,CoVZr,sputtering,AM,1
Co12.500000V54.900000Zr32.600000,CoVZr,sputtering,AM,1
Co12.400000V53.300000Zr34.300000,CoVZr,sputtering,AM,1
Co12.200000V51.600000Zr36.200000,CoVZr,sputtering,AM,1
Co12.000000V49.900000Zr38.100000,CoVZr,sputtering,AM,1
Co11.800000V48.200000Zr40.000000,CoVZr,sputtering,CR,0
Co14.200000V73.600000Zr12.300000,CoVZr,sputtering,CR,0
Co14.300000V72.700000Zr13.100000,CoVZr,sputtering,CR,0
Co14.300000V71.700000Zr14.000000,CoVZr,sputtering,CR,0
Co14.400000V70.700000Zr14.900000,CoVZr,sputtering,CR,0
Co14.500000V69.700000Zr15.900000,CoVZr,sputtering,CR,0
Co14.500000V68.600000Zr16.900000,CoVZr,sputtering,CR,0
Co14.500000V67.500000Zr18.000000,CoVZr,sputtering,AM,1
Co14.500000V66.300000Zr19.100000,CoVZr,sputtering,AM,1
Co14.500000V65.100000Zr20.400000,CoVZr,sputtering,AM,1
Co14.500000V63.800000Zr21.700000,CoVZr,sputtering,AM,1
Co14.500000V62.500000Zr23.000000,CoVZr,sputtering,AM,1
Co14.400000V61.200000Zr24.400000,CoVZr,sputtering,AM,1
Co14.400000V59.800000Zr25.900000,CoVZr,sputtering,AM,1
Co14.300000V58.300000Zr27.400000,CoVZr,sputtering,AM,1
Co14.100000V56.800000Zr29.000000,CoVZr,sputtering,AM,1
Co14.000000V55.300000Zr30.700000,CoVZr,sputtering,AM,1
Co13.900000V53.800000Zr32.400000,CoVZr,sputtering,AM,1
Co13.700000V52.200000Zr34.200000,CoVZr,sputtering,AM,1
Co13.500000V50.500000Zr36.000000,CoVZr,sputtering,AM,1
Co13.300000V48.900000Zr37.800000,CoVZr,sputtering,AM,1
Co13.000000V47.200000Zr39.700000,CoVZr,sputtering,AM,1
Co15.800000V71.800000Zr12.400000,CoVZr,sputtering,CR,0
Co15.900000V70.900000Zr13.200000,CoVZr,sputtering,CR,0
Co16.000000V70.000000Zr14.000000,CoVZr,sputtering,CR,0
Co16.100000V69.000000Zr14.900000,CoVZr,sputtering,CR,0
Co16.100000V68.000000Zr15.900000,CoVZr,sputtering,CR,0
Co16.200000V66.900000Zr16.900000,CoVZr,sputtering,CR,0
Co16.200000V65.800000Zr18.000000,CoVZr,sputtering,AM,1
Co16.200000V64.700000Zr19.100000,CoVZr,sputtering,AM,1
Co16.200000V63.500000Zr20.300000,CoVZr,sputtering,AM,1
Co16.100000V62.300000Zr21.600000,CoVZr,sputtering,AM,1
Co16.100000V61.000000Zr22.900000,CoVZr,sputtering,AM,1
Co16.000000V59.700000Zr24.300000,CoVZr,sputtering,AM,1
Co15.900000V58.300000Zr25.800000,CoVZr,sputtering,AM,1
Co15.800000V56.900000Zr27.300000,CoVZr,sputtering,AM,1
Co15.700000V55.500000Zr28.800000,CoVZr,sputtering,AM,1
Co15.500000V54.000000Zr30.500000,CoVZr,sputtering,AM,1
Co15.300000V52.500000Zr32.200000,CoVZr,sputtering,AM,1
Co15.100000V51.000000Zr33.900000,CoVZr,sputtering,AM,1
Co14.900000V49.400000Zr35.700000,CoVZr,sputtering,AM,1
Co14.700000V47.800000Zr37.500000,CoVZr,sputtering,AM,1
Co14.400000V46.200000Zr39.400000,CoVZr,sputtering,AM,1
Co14.100000V44.600000Zr41.300000,CoVZr,sputtering,CR,0
Co17.700000V69.900000Zr12.400000,CoVZr,sputtering,CR,0
Co17.700000V69.100000Zr13.200000,CoVZr,sputtering,CR,0
Co17.800000V68.100000Zr14.000000,CoVZr,sputtering,CR,0
Co17.900000V67.200000Zr14.900000,CoVZr,sputtering,CR,0
Co17.900000V66.200000Zr15.900000,CoVZr,sputtering,CR,0
Co18.000000V65.200000Zr16.900000,CoVZr,sputtering,CR,0
Co18.000000V64.100000Zr17.900000,CoVZr,sputtering,AM,1
Co18.000000V63.000000Zr19.100000,CoVZr,sputtering,AM,1
Co17.900000V61.800000Zr20.200000,CoVZr,sputtering,AM,1
Co17.900000V60.600000Zr21.500000,CoVZr,sputtering,AM,1
Co17.800000V59.400000Zr22.800000,CoVZr,sputtering,AM,1
Co17.700000V58.100000Zr24.100000,CoVZr,sputtering,AM,1
Co17.600000V56.800000Zr25.600000,CoVZr,sputtering,AM,1
Co17.500000V55.500000Zr27.000000,CoVZr,sputtering,AM,1
Co17.300000V54.100000Zr28.600000,CoVZr,sputtering,AM,1
Co17.100000V52.700000Zr30.200000,CoVZr,sputtering,AM,1
Co16.900000V51.200000Zr31.800000,CoVZr,sputtering,AM,1
Co16.700000V49.700000Zr33.600000,CoVZr,sputtering,AM,1
Co16.400000V48.200000Zr35.300000,CoVZr,sputtering,AM,1
Co16.200000V46.700000Zr37.100000,CoVZr,sputtering,AM,1
Co15.900000V45.100000Zr39.000000,CoVZr,sputtering,AM,1
Co15.600000V43.600000Zr40.900000,CoVZr,sputtering,AM,1
Co19.700000V67.900000Zr12.400000,CoVZr,sputtering,CR,0
Co19.700000V67.100000Zr13.200000,CoVZr,sputtering,CR,0
Co19.800000V66.200000Zr14.000000,CoVZr,sputtering,CR,0
Co19.900000V65.300000Zr14.900000,CoVZr,sputtering,CR,0
Co19.900000V64.300000Zr15.800000,CoVZr,sputtering,CR,0
Co19.900000V63.300000Zr16.800000,CoVZr,sputtering,AM,1
Co19.900000V62.300000Zr17.800000,CoVZr,sputtering,AM,1
Co19.900000V61.200000Zr18.900000,CoVZr,sputtering,AM,1
Co19.800000V60.100000Zr20.100000,CoVZr,sputtering,AM,1
Co19.800000V58.900000Zr21.300000,CoVZr,sputtering,AM,1
Co19.700000V57.700000Zr22.600000,CoVZr,sputtering,AM,1
Co19.600000V56.500000Zr23.900000,CoVZr,sputtering,AM,1
Co19.500000V55.200000Zr25.300000,CoVZr,sputtering,AM,1
Co19.300000V54.000000Zr26.800000,CoVZr,sputtering,AM,1
Co19.100000V52.600000Zr28.300000,CoVZr,sputtering,AM,1
Co18.900000V51.300000Zr29.800000,CoVZr,sputtering,AM,1
Co18.700000V49.900000Zr31.500000,CoVZr,sputtering,AM,1
Co18.400000V48.400000Zr33.100000,CoVZr,sputtering,AM,1
Co18.100000V47.000000Zr34.900000,CoVZr,sputtering,AM,1
Co17.800000V45.500000Zr36.700000,CoVZr,sputtering,AM,1
Co17.500000V44.000000Zr38.500000,CoVZr,sputtering,AM,1
Co17.100000V42.500000Zr40.300000,CoVZr,sputtering,AM,1
Co21.700000V66.600000Zr11.700000,CoVZr,sputtering,CR,0
Co21.800000V65.800000Zr12.400000,CoVZr,sputtering,CR,0
Co21.900000V65.000000Zr13.100000,CoVZr,sputtering,CR,0
Co22.000000V64.100000Zr13.900000,CoVZr,sputtering,CR,0
Co22.000000V63.200000Zr14.800000,CoVZr,sputtering,CR,0
Co22.000000V62.300000Zr15.700000,CoVZr,sputtering,CR,0
Co22.000000V61.300000Zr16.700000,CoVZr,sputtering,AM,1
Co22.000000V60.300000Zr17.700000,CoVZr,sputtering,AM,1
Co22.000000V59.300000Zr18.800000,CoVZr,sputtering,AM,1
Co21.900000V58.200000Zr19.900000,CoVZr,sputtering,AM,1
Co21.800000V57.100000Zr21.100000,CoVZr,sputtering,AM,1
Co21.700000V56.000000Zr22.300000,CoVZr,sputtering,AM,1
Co21.600000V54.800000Zr23.600000,CoVZr,sputtering,AM,1
Co21.400000V53.600000Zr25.000000,CoVZr,sputtering,AM,1
Co21.300000V52.300000Zr26.400000,CoVZr,sputtering,AM,1
Co21.100000V51.100000Zr27.900000,CoVZr,sputtering,AM,1
Co20.800000V49.800000Zr29.400000,CoVZr,sputtering,AM,1
Co20.600000V48.500000Zr31.000000,CoVZr,sputtering,AM,1
Co20.300000V47.100000Zr32.600000,CoVZr,sputtering,AM,1
Co19.900000V45.700000Zr34.300000,CoVZr,sputtering,AM,1
Co19.600000V44.300000Zr36.100000,CoVZr,sputtering,AM,1
Co19.200000V42.900000Zr37.900000,CoVZr,sputtering,AM,1
Co18.800000V41.500000Zr39.700000,CoVZr,sputtering,AM,1
Co24.100000V64.300000Zr11.600000,CoVZr,sputtering,CR,0
Co24.200000V63.500000Zr12.300000,CoVZr,sputtering,CR,0
Co24.200000V62.700000Zr13.000000,CoVZr,sputtering,CR,0
Co24.300000V61.900000Zr13.800000,CoVZr,sputtering,CR,0
Co24.300000V61.000000Zr14.700000,CoVZr,sputtering,CR,0
Co24.300000V60.100000Zr15.500000,CoVZr,sputtering,CR,0
Co24.300000V59.200000Zr16.500000,CoVZr,sputtering,AM,1
Co24.300000V58.200000Zr17.500000,CoVZr,sputtering,AM,1
Co24.200000V57.300000Zr18.500000,CoVZr,sputtering,AM,1
Co24.200000V56.200000Zr19.600000,CoVZr,sputtering,AM,1
Co24.100000V55.200000Zr20.800000,CoVZr,sputtering,AM,1
Co23.900000V54.100000Zr22.000000,CoVZr,sputtering,AM,1
Co23.800000V53.000000Zr23.200000,CoVZr,sputtering,AM,1
Co23.600000V51.800000Zr24.600000,CoVZr,sputtering,AM,1
Co23.400000V50.700000Zr26.000000,CoVZr,sputtering,AM,1
Co23.100000V49.500000Zr27.400000,CoVZr,sputtering,AM,1
Co22.900000V48.200000Zr28.900000,CoVZr,sputtering,AM,1
Co22.600000V47.000000Zr30.500000,CoVZr,sputtering,AM,1
Co22.300000V45.700000Zr32.100000,CoVZr,sputtering,AM,1
Co21.900000V44.400000Zr33.700000,CoVZr,sputtering,AM,1
Co21.500000V43.000000Zr35.400000,CoVZr,sputtering,AM,1
Co21.100000V41.700000Zr37.200000,CoVZr,sputtering,AM,1
