formula,phase,processing
C16Co72W12,AM,meltspin
C18Co70W12,AM,meltspin
C14Co66W20,AC,meltspin
C14Co70W16,AC,meltspin
C16Co64W20,AC,meltspin
C16Co68W16,AC,meltspin
C16Co74W10,AC,meltspin
C18Co62W20,AC,meltspin
C18Co66W16,AC,meltspin
C18Co68W14,AC,meltspin
C12Co68W20,CR,meltspin
C12Co74W14,CR,meltspin
C14Co76W10,CR,meltspin
C18Co58W24,CR,meltspin
C18Co72W10,CR,meltspin
C20Co68W12,CR,meltspin
C20Co70W10,CR,meltspin
C12.5Co72.5W15,AM,meltspin
C14Co70W16,AM,meltspin
C14Co72W14,AM,meltspin
C15Co70W15,AM,meltspin
C12.5Co67.5W20,AC,meltspin
C12.5Co70W17.5,AC,meltspin
C12.5Co72.5W15,AC,meltspin
C12.5Co75W12.5,AC,meltspin
C12.5Co77.5W10,AC,meltspin
C15Co65W20,AC,meltspin
C15Co67.5W17.5,AC,meltspin
C15Co75W10,AC,meltspin
C17.5Co65W17.5,AC,meltspin
C20Co60W20,AC,meltspin
C2.5Co95W2.5,CR,meltspin
C5Co80W15,CR,meltspin
C5Co85W10,CR,meltspin
C5Co90W5,CR,meltspin
C7.5Co77.5W15,CR,meltspin
C7.5Co82.5W10,CR,meltspin
C7.5Co85W7.5,CR,meltspin
C10Co70W20,CR,meltspin
C10Co75W15,CR,meltspin
C10Co80W10,CR,meltspin
C10Co82.5W7.5,CR,meltspin
C10Co87.5W2.5,CR,meltspin
C12.5Co80W7.5,CR,meltspin
C12.5Co85W2.5,CR,meltspin
C15Co77.5W7.5,CR,meltspin
C15Co80W5,CR,meltspin
C18Co72W10,CR,meltspin
C18Co74.5W7.5,CR,meltspin
C18Co77W5,CR,meltspin
C20Co65W15,CR,meltspin
C20Co70W10,CR,meltspin
C20Co75W5,CR,meltspin
C18Cr26Fe56,AM,meltspin
C18Cr28Fe54,AM,meltspin
C18Cr32Fe50,AM,meltspin
C18Cr36Fe46,AM,meltspin
C18Cr40Fe42,AM,meltspin
C18Cr30Fe52,AM,meltspin
C18Cr40Fe42,AM,meltspin
C20Cr22Fe58,AC,meltspin
C5Cr5Fe90,CR,meltspin
C8Cr20Fe72,CR,meltspin
C8Cr40Fe52,CR,meltspin
C10Cr15Fe75,CR,meltspin
C13Cr40Fe47,CR,meltspin
C14Cr28Fe58,CR,meltspin
C14Cr40Fe46,CR,meltspin
C15Cr10Fe75,CR,meltspin
C18Fe66Mo16,AM,meltspin
C18Fe70Mo12,AM,meltspin
C18Fe62Mo20,AM,meltspin
C18Fe66Mo16,AM,meltspin
C18Fe70Mo12,AM,meltspin
C18Fe74Mo8,AM,meltspin
C6Fe76Mo18,AM,meltspin
C6Fe76Mo18,AM,meltspin
C8Fe75Mo17,AM,meltspin
C8Fe75Mo17,AM,meltspin
C12Fe71Mo17,AM,meltspin
C12Fe71Mo17,AM,meltspin
C16Fe67Mo17,AM,meltspin
C16Fe67Mo17,AM,meltspin
C20Fe63Mo17,AM,meltspin
C20Fe63Mo17,AM,meltspin
C24Fe59Mo17,AM,meltspin
C24Fe59Mo17,AM,meltspin
C2.5Fe82.5P15,AM,meltspin
C3.5Fe81.5P15,AM,meltspin
C4.5Fe80.5P15,AM,meltspin
C6.5Fe77.5P16,AM,meltspin
C6.5Fe78.5P15,AM,meltspin
C6.5Fe78.5P15,AM,meltspin
C6.5Fe80.5P13,AM,meltspin
C6.5Fe82P11.5,AM,meltspin
C9Fe76P15,AM,meltspin
C10Fe75P15,AM,meltspin
C7Fe80P13,AM,meltspin
C8Fe77P15,AM,meltspin
C2.5Fe80P17.5,AM,meltspin
C5Fe75P20,AM,meltspin
C5Fe77.5P17.5,AM,meltspin
C5Fe80P15,AM,meltspin
C7.5Fe72.5P20,AM,meltspin
C7.5Fe75P17.5,AM,meltspin
C7.5Fe77.5P15,AM,meltspin
C7.5Fe80P12.5,AM,meltspin
C10Fe72.5P17.5,AM,meltspin
C10Fe75P15,AM,meltspin
C10Fe77.5P12.5,AM,meltspin
C10Fe80P10,AM,meltspin
C12.5Fe72.5P15,AM,meltspin
C12.5Fe75P12.5,AM,meltspin
C12.5Fe77.5P10,AM,meltspin
C12.5Fe80P7.5,AM,meltspin
C15Fe72.5P12.5,AM,meltspin
C15Fe75P10,AM,meltspin
C15Fe77.5P7.5,AM,meltspin
C17.5Fe72.5P10,AM,meltspin
C17.5Fe75P7.5,AM,meltspin
C5Fe82.5P12.5,AC,meltspin
C7.5Fe82.5P10,AC,meltspin
C10Fe82.5P7.5,AC,meltspin
C15Fe80P5,AC,meltspin
C17.5Fe77.5P5,AC,meltspin
C2.5Fe85P12.5,CR,meltspin
C5Fe85P10,CR,meltspin
C7.5Fe85P7.5,CR,meltspin
C10Fe77.5P12.5,AM,meltspin
C10Fe65Si25,AM,meltspin
C10Fe70Si20,AM,meltspin
C12.5Fe65Si22.5,AM,meltspin
C12.5Fe70Si17.5,AM,meltspin
C15Fe65Si20,AM,meltspin
C15Fe70Si15,AM,meltspin
C17.5Fe65Si17.5,AM,meltspin
C17.5Fe70Si12.5,AM,meltspin
C20Fe65Si15,AM,meltspin
C20Fe70Si10,AM,meltspin
C22.5Fe65Si12.5,AM,meltspin
C25Fe65Si10,AM,meltspin
C20Fe66W14,AM,meltspin
C20Fe68W12,AM,meltspin
C22Fe64W14,AM,meltspin
C22Fe66W12,AM,meltspin
C22Fe68W10,AM,meltspin
C5Fe79W16,CR,meltspin
C6Fe82W12,CR,meltspin
C6Fe86W8,CR,meltspin
C6Fe90W4,CR,meltspin
C7Fe79W14,CR,meltspin
C10Fe74W16,CR,meltspin
C10Fe78W12,CR,meltspin
C10Fe82W8,CR,meltspin
C10Fe86W4,CR,meltspin
C14Fe66W20,CR,meltspin
C14Fe70W16,CR,meltspin
C14Fe74W12,CR,meltspin
C14Fe78W8,CR,meltspin
C14Fe82W4,CR,meltspin
C16Fe80W4,CR,meltspin
C17Fe73W10,CR,meltspin
C18Fe62W20,CR,meltspin
C18Fe66W16,CR,meltspin
C18Fe68W14,CR,meltspin
C18Fe70W12,CR,meltspin
C18Fe74W8,CR,meltspin
C18Fe78W4,CR,meltspin
C20Fe64W16,CR,meltspin
C20Fe70W10,CR,meltspin
C20Fe72W8,CR,meltspin
C20Fe76W4,CR,meltspin
C22Fe62W16,CR,meltspin
C22Fe70W8,CR,meltspin
C22Fe74W4,CR,meltspin
C10Mo20Ni70,AM,meltspin
C12Mo20Ni68,AM,meltspin
C12Mo24Ni64,AM,meltspin
C14Mo20Ni66,AM,meltspin
C14Mo24Ni62,AM,meltspin
C16Mo20Ni64,AM,meltspin
C16Mo24Ni60,AM,meltspin
C10Mo24Ni66,AC,meltspin
C12Mo16Ni72,AC,meltspin
C12Mo28Ni60,AC,meltspin
C14Mo28Ni58,AC,meltspin
C16Mo16Ni68,AC,meltspin
C18Mo24Ni58,AC,meltspin
C18Mo28Ni54,AC,meltspin
C8Mo20Ni72,CR,meltspin
C8Mo28Ni64,CR,meltspin
C10Mo32Ni58,CR,meltspin
C12Mo12Ni76,CR,meltspin
C18Mo12Ni70,CR,meltspin
C18Mo16Ni66,CR,meltspin
C18Mo20Ni62,CR,meltspin
C0Nb80Si20,AM,meltspin
C1Nb80Si19,AM,meltspin
C2Nb80Si18,AM,meltspin
C4Nb80Si16,AM,meltspin
C4Nb80Si16,AM,meltspin
C6Nb80Si14,AM,meltspin
C8Nb80Si12,AM,meltspin
C8Nb80Si12,AM,meltspin
C12.5Ni65Si22.5,AM,meltspin
C12.5Ni67.5Si20,AM,meltspin
C15Ni67.5Si17.5,AM,meltspin
C17.5Ni67.5Si15,AM,meltspin
C0Ni80Si20,CR,meltspin
C0Ni85Si15,CR,meltspin
C0Ni90Si10,CR,meltspin
C0Ni95Si5,CR,meltspin
C0Ni1Si0,CR,meltspin
C5Ni70Si25,CR,meltspin
C5Ni75Si20,CR,meltspin
C5Ni80Si15,CR,meltspin
C5Ni85Si10,CR,meltspin
C5Ni90Si5,CR,meltspin
C5Ni95Si0,CR,meltspin
C10Ni65Si25,CR,meltspin
C10Ni67.5Si22.5,CR,meltspin
C10Ni70Si20,CR,meltspin
C10Ni75Si15,CR,meltspin
C10Ni80Si10,CR,meltspin
C10Ni85Si5,CR,meltspin
C10Ni90Si0,CR,meltspin
C12.5Ni67.5Si20,CR,meltspin
C15Ni67.5Si17.5,CR,meltspin
C15Ni70Si15,CR,meltspin
C15Ni75Si10,CR,meltspin
C15Ni80Si5,CR,meltspin
C15Ni85Si0,CR,meltspin
C20Ni70Si10,CR,meltspin
C20Ni75Si5,CR,meltspin
C20Ni80Si0,CR,meltspin
C0Si13Zr87,CR,meltspin
C0Si15Zr85,CR,meltspin
C0Si17Zr83,CR,meltspin
C3Si12Zr85,CR,meltspin
Ca0Cu27La73,AM,meltspin
Ca0Cu37La63,AM,meltspin
Ca1Cu27.5La71.5,AM,meltspin
Ca1Cu37.5La61.5,AM,meltspin
Ca1.5Cu27.5La71,AM,meltspin
Ca2Cu28La70,AM,meltspin
Ca2Cu37.5La60.5,AM,meltspin
Ca3Cu28.5La68.5,AM,meltspin
Ca3Cu37.5La59.5,AM,meltspin
Ca4Cu29La67,AM,meltspin
Ca4Cu37.5La58.5,AM,meltspin
Ca5Cu30La65,AM,meltspin
Ca5Cu37.5La57.5,AM,meltspin
Ca6Cu31La63,AM,meltspin
Ca6.5Cu37La56.5,AM,meltspin
Ca7Cu32La61,AM,meltspin
Ca7.5Cu36La56.5,AM,meltspin
Ca8Cu32.5La59.5,AM,meltspin
Ca8.5Cu33La58.5,AM,meltspin
Ca8.5Cu35La56.5,AM,meltspin
Ca9Cu33.5La57.5,AM,meltspin
Ca25Cu30Mg45,AM,meltspin
Ca50Cu20Mg30,AM,meltspin
Ca70Cu0Mg30,AM,meltspin
Ca70Cu10Mg20,AM,meltspin
Ca70Cu20Mg10,AM,meltspin
Ca70Cu30Mg0,AM,meltspin
Ca75Cu10Mg15,AM,meltspin
Ca7.5Cu5Mg87.5,AM,meltspin
Ca7.5Cu10Mg82.5,AM,meltspin
Ca5Cu10Mg85,AC,meltspin
Ca11Cu0Mg89,AC,meltspin
Ca5Cu5Mg90,CR,meltspin
Ca7.5Cu0Mg92.5,CR,meltspin
Ca60Ga0Mg40,AM,meltspin
Ca60Ga5Mg35,AM,meltspin
Ca60Ga10Mg30,AM,meltspin
Ca60Ga20Mg20,AM,meltspin
Ca60Ga30Mg10,AM,meltspin
Ca10Mg80Zn10,AM,meltspin
Ca10Mg85Zn5,AM,meltspin
Ca5Mg85Zn10,AC,meltspin
Ca7.5Mg82.5Zn10,AC,meltspin
Ca7.5Mg87.5Zn5,AC,meltspin
Ca10Mg90Zn0,AC,meltspin
Ca5Mg90Zn5,CR,meltspin
Ca7.5Mg92.5Zn0,CR,meltspin
Ce0Cu20Mg80,AM,meltspin
Ce0Cu30Mg70,AM,meltspin
Ce0Cu40Mg60,AM,meltspin
Ce5Cu10Mg85,AM,meltspin
Ce5Cu15Mg80,AM,meltspin
Ce5Cu20Mg75,AM,meltspin
Ce5Cu25Mg70,AM,meltspin
Ce5Cu30Mg65,AM,meltspin
Ce10Cu10Mg80,AM,meltspin
Ce10Cu15Mg75,AM,meltspin
Ce10Cu20Mg70,AM,meltspin
Ce10Cu25Mg65,AM,meltspin
Ce15Cu15Mg70,AM,meltspin
Ce15Cu20Mg65,AM,meltspin
Ce0Cu15Mg85,AC,meltspin
Ce15Cu25Mg60,AC,meltspin
Ce20Cu20Mg60,AC,meltspin
Ce0Cu10Mg90,CR,meltspin
Ce5Cu5Mg90,CR,meltspin
Ce10Cu5Mg85,CR,meltspin
Ce15Cu5Mg80,CR,meltspin
Ce15Cu10Mg75,CR,meltspin
Ce20Cu5Mg75,CR,meltspin
Ce20Cu10Mg70,CR,meltspin
Ce20Cu15Mg65,CR,meltspin
Ce20Cu25Mg55,CR,meltspin
Ce25Cu25Mg50,CR,meltspin
Ce5Mg75Ni20,AM,meltspin
Ce5Mg85Ni10,AM,meltspin
Ce10Mg60Ni30,AM,meltspin
Ce10Mg70Ni20,AM,meltspin
Ce10Mg72Ni18,AM,meltspin
Ce10Mg75Ni15,AM,meltspin
Ce10Mg80Ni10,AM,meltspin
Ce10Mg85Ni5,AM,meltspin
Ce15Mg75Ni10,AM,meltspin
Ce20Mg50Ni30,AM,meltspin
Ce20Mg60Ni20,AM,meltspin
Ce0Mg80Ni20,AM,meltspin
Ce0Mg85Ni15,AM,meltspin
Ce0Mg90Ni10,AM,meltspin
Ce5Mg75Ni20,AM,meltspin
Ce5Mg85Ni10,AM,meltspin
Ce10Mg60Ni30,AM,meltspin
Ce10Mg70Ni20,AM,meltspin
Ce10Mg72Ni18,AM,meltspin
Ce10Mg75Ni15,AM,meltspin
Ce10Mg80Ni10,AM,meltspin
Ce10Mg85Ni5,AM,meltspin
Ce15Mg75Ni10,AM,meltspin
Ce20Mg50Ni30,AM,meltspin
Ce20Mg60Ni20,AM,meltspin
Ce5Mg90Ni5,AC,meltspin
Ce20Mg40Ni40,AC,meltspin
Ce20Mg70Ni10,AC,meltspin
Ce30Mg40Ni30,AC,meltspin
Ce0Mg70Ni30,CR,meltspin
Ce10Mg90Ni0,CR,meltspin
Ce10Mg80Ni10,AM,meltspin
Ce3Mg85Zn12,AM,meltspin
Co70Cr10P20,AM,meltspin
Co66Cr18Zr16,AM,meltspin
Co67.5Cr16Zr16.5,AM,meltspin
Co69Cr14Zr17,AM,meltspin
Co71Cr12Zr17,AM,meltspin
Co72.5Cr10Zr17.5,AM,meltspin
Co72.8Cr20Zr7.2,AM,meltspin
Co74.5Cr8Zr17.5,AM,meltspin
Co75Cr18Zr7,AM,meltspin
Co76.5Cr6Zr17.5,AM,meltspin
Co77.5Cr16Zr6.5,AM,meltspin
Co78.5Cr4Zr17.5,AM,meltspin
Co80Cr14Zr6,AM,meltspin
Co81Cr2Zr17,AM,meltspin
Co82Cr12Zr6,AM,meltspin
Co84Cr0Zr16,AM,meltspin
Co84Cr10Zr6,AM,meltspin
Co85.5Cr8Zr6.5,AM,meltspin
Co87.2Cr6Zr6.8,AM,meltspin
Co88.5Cr4Zr7.5,AM,meltspin
Co89.7Cr2Zr8.3,AM,meltspin
Co91Cr0Zr9,AM,meltspin
Co60Cr30Zr10,AM,meltspin
Co65Cr25Zr10,AM,meltspin
Co70Cr20Zr10,AM,meltspin
Co75Cr15Zr10,AM,meltspin
Co80Cr10Zr10,AM,meltspin
Co85Cr5Zr10,AM,meltspin
Co90Cr0Zr10,AM,meltspin
Co75.4Cr12.6Zr12,AM,meltspin
Co77Cr11.6Zr11.4,AM,meltspin
Co78Cr11.2Zr10.8,AM,meltspin
Co79Cr10.6Zr10.4,AM,meltspin
Co80Cr10Zr10,AM,meltspin
Co81.2Cr9.6Zr9.2,AM,meltspin
Co83.4Cr8.3Zr8.3,AM,meltspin
Co85Cr5Zr10,AM,meltspin
Co90Cr0Zr10,AM,meltspin
Co72.9Cr17.1Zr10,AM,meltspin
Co0Fe90Zr10,AM,meltspin
Co10Fe80Zr10,AM,meltspin
Co18Fe72Zr10,AM,meltspin
Co30Fe60Zr10,AM,meltspin
Co45Fe45Zr10,AM,meltspin
Co60Fe30Zr10,AM,meltspin
Co72Fe18Zr10,AM,meltspin
Co0Fe90Zr10,AM,meltspin
Co9Fe81Zr10,AM,meltspin
Co18Fe72Zr10,AM,meltspin
Co27Fe63Zr10,AM,meltspin
Co36Fe54Zr10,AM,meltspin
Co54Fe36Zr10,AM,meltspin
Co72Fe18Zr10,AM,meltspin
Co90Fe0Zr10,AM,meltspin
Co0Fe90Zr10,AM,meltspin
Co4Fe86Zr10,AM,meltspin
Co10Fe80Zr10,AM,meltspin
Co20Fe70Zr10,AM,meltspin
Co30Fe60Zr10,AM,meltspin
Co40Fe50Zr10,AM,meltspin
Co50Fe40Zr10,AM,meltspin
Co60Fe30Zr10,AM,meltspin
Co70Fe20Zr10,AM,meltspin
Co80Fe10Zr10,AM,meltspin
Co85Fe5Zr10,AM,meltspin
Co90Fe0Zr10,AM,meltspin
Co80Fe10Zr10,AM,meltspin
Co85Fe5Zr10,AM,meltspin
Co90Fe0Zr10,AM,meltspin
Co0Fe90Zr10,AM,meltspin
Co4Fe86Zr10,AM,meltspin
Co10Fe80Zr10,AM,meltspin
Co30Fe60Zr10,AM,meltspin
Co60Fe30Zr10,AM,meltspin
Co90Fe0Zr10,AM,meltspin
Co72Fe18Zr10,AM,meltspin
Co0Fe30Zr70,AM,meltspin
Co0Fe91Zr9,AM,meltspin
Co30Fe0Zr70,AM,meltspin
Co55Fe0Zr45,AM,meltspin
Co85Fe0Zr15,AM,meltspin
Co0Fe90Zr10,AM,meltspin
Co9Fe81Zr10,AM,meltspin
Co22.5Fe67.5Zr10,AM,meltspin
Co45Fe45Zr10,AM,meltspin
Co67.5Fe22.5Zr10,AM,meltspin
Co90Fe0Zr10,AM,meltspin
Co0Fe90Zr10,AM,meltspin
Co4Fe86Zr10,AM,meltspin
Co10Fe80Zr10,AM,meltspin
Co20Fe70Zr10,AM,meltspin
Co30Fe60Zr10,AM,meltspin
Co40Fe50Zr10,AM,meltspin
Co10Fe80Zr10,AM,meltspin
Co40Fe50Zr10,AM,meltspin
Co70.6Gd14Mo15.4,AM,meltspin
Co72.8Gd19.4Mo7.8,AM,meltspin
Co73Gd12.9Mo14.1,AM,meltspin
Co75.6Gd8.4Mo16,AM,meltspin
Co30Hf67P3,AM,meltspin
Co33Hf67P0,AM,meltspin
Co24Hf67Si9,AM,meltspin
Co33Hf67Si0,AM,meltspin
Co0Mn90Zr10,AM,meltspin
Co2Mn88Zr10,AM,meltspin
Co5Mn85Zr10,AM,meltspin
Co10Mn80Zr10,AM,meltspin
Co65.5Mo20Zr14.5,AM,meltspin
Co67Mo18Zr15,AM,meltspin
Co68.6Mo16Zr15.4,AM,meltspin
Co70.3Mo14Zr15.7,AM,meltspin
Co72Mo12Zr16,AM,meltspin
Co74Mo10Zr16,AM,meltspin
Co74.8Mo20Zr5.2,AM,meltspin
Co75.7Mo8Zr16.3,AM,meltspin
Co77Mo18Zr5,AM,meltspin
Co77.5Mo6Zr16.5,AM,meltspin
Co79Mo16Zr5,AM,meltspin
Co79.7Mo4Zr16.3,AM,meltspin
Co81Mo14Zr5,AM,meltspin
Co82Mo2Zr16,AM,meltspin
Co83Mo12Zr5,AM,meltspin
Co84Mo0Zr16,AM,meltspin
Co84.8Mo10Zr5.2,AM,meltspin
Co86.5Mo8Zr5.5,AM,meltspin
Co88Mo6Zr6,AM,meltspin
Co89Mo4Zr7,AM,meltspin
Co90Mo2Zr8,AM,meltspin
Co91Mo0Zr9,AM,meltspin
Co80Mo9.5Zr10.5,AM,meltspin
Co74.5Mo13Zr12.5,AM,meltspin
Co78Mo10.8Zr11.2,AM,meltspin
Co79.5Mo10Zr10.5,AM,meltspin
Co80Mo10Zr10,AM,meltspin
Co81.6Mo9Zr9.4,AM,meltspin
Co82.4Mo8.6Zr9,AM,meltspin
Co85Mo5Zr10,AM,meltspin
Co86.2Mo6.4Zr7.4,AM,meltspin
Co90Mo0Zr10,AM,meltspin
Co2Ni77P21,AM,meltspin
Co2Ni78.5P19.5,AM,meltspin
Co2Ni80P18,AM,meltspin
Co3.5Ni75.5P21,AM,meltspin
Co3.5Ni77P19.5,AM,meltspin
Co3.5Ni78.5P18,AM,meltspin
Co5Ni74P21,AM,meltspin
Co5Ni75.5P19.5,AM,meltspin
Co5Ni77P18,AM,meltspin
Co7Ni72P21,AM,meltspin
Co7Ni73.5P19.5,AM,meltspin
Co7Ni75P18,AM,meltspin
Co9Ni72P19,AM,meltspin
Co2Ni76P22,CR,meltspin
Co2Ni81P17,CR,meltspin
Co3.5Ni74.5P22,CR,meltspin
Co3.5Ni79.5P17,CR,meltspin
Co5Ni73P22,CR,meltspin
Co5Ni78P17,CR,meltspin
Co7Ni71P22,CR,meltspin
Co7Ni76P17,CR,meltspin
Co9Ni69.5P21.5,CR,meltspin
Co9Ni74P17,CR,meltspin
Co10Ni68.5P21.5,CR,meltspin
Co10Ni71P19,CR,meltspin
Co10Ni73P17,CR,meltspin
Co12.5Ni66P21.5,CR,meltspin
Co12.5Ni68.5P19,CR,meltspin
Co12.5Ni70.5P17,CR,meltspin
Co14Ni64.5P21.5,CR,meltspin
Co14Ni67P19,CR,meltspin
Co14Ni69P17,CR,meltspin
Co16Ni65P19,CR,meltspin
Co0Ni50Ta50,AM,meltspin
Co10Ni40Ta50,AM,meltspin
Co80Ni10Zr10,AM,meltspin
Co85Ni5Zr10,AM,meltspin
Co88Ni2Zr10,AM,meltspin
Co90Ni0Zr10,AM,meltspin
Co30Ni20Zr50,AM,meltspin
Co0Ni33Zr67,AM,meltspin
Co33Ni0.05Zr66.95,AM,meltspin
Co33Ni0.1Zr66.9,AM,meltspin
Co33Ni0.15Zr66.85,AM,meltspin
Co33Ni0.2Zr66.8,AM,meltspin
Co15Ni28.05Zr56.95,AM,meltspin
Co5Ni31.35Zr63.65,AM,meltspin
Co10Ni29.7Zr60.3,AM,meltspin
Co15Ni28.05Zr56.95,AM,meltspin
Co20Ni26.4Zr53.6,AM,meltspin
Co22P11Zr67,AM,meltspin
Co28P5Zr67,AM,meltspin
Co33P0Zr67,AM,meltspin
Co1.7Pd81.8Si16.5,AM,meltspin
Co4.2Pd79.3Si16.5,AM,meltspin
Co6.7Pd76.8Si16.5,AM,meltspin
Co10Pd73.5Si16.5,AM,meltspin
Co12.5Pd71Si16.5,AM,meltspin
Co15Pd68.5Si16.5,AM,meltspin
Co20.9Pd62.6Si16.5,CR,meltspin
Co10Pd70Si20,AM,meltspin
Co25Pd10Zr65,AM,meltspin
Co30Pd5Zr65,AM,meltspin
Co34Pd1Zr65,AM,meltspin
Co54Pd1Zr45,AM,meltspin
Co85Si5Zr10,AM,meltspin
Co88Si2Zr10,AM,meltspin
Co90Si0Zr10,AM,meltspin
Co66V20Zr14,AM,meltspin
Co67.5V18Zr14.5,AM,meltspin
Co69.2V16Zr14.8,AM,meltspin
Co71V14Zr15,AM,meltspin
Co72.5V20Zr7.5,AM,meltspin
Co72.8V12Zr15.2,AM,meltspin
Co74.5V10Zr15.5,AM,meltspin
Co75V18Zr7,AM,meltspin
Co76.3V8Zr15.7,AM,meltspin
Co77.2V16Zr6.8,AM,meltspin
Co78V6Zr16,AM,meltspin
Co79.5V14Zr6.5,AM,meltspin
Co80V4Zr16,AM,meltspin
Co81.5V12Zr6.5,AM,meltspin
Co82V2Zr16,AM,meltspin
Co83.5V10Zr6.5,AM,meltspin
Co84V0Zr16,AM,meltspin
Co85V8Zr7,AM,meltspin
Co86.5V6Zr7.5,AM,meltspin
Co88V4Zr8,AM,meltspin
Co89.5V2Zr8.5,AM,meltspin
Co91V0Zr9,AM,meltspin
Co75.8V12Zr12.2,AM,meltspin
Co79.2V10.6Zr10.2,AM,meltspin
Co80V10Zr10,AM,meltspin
Co80V10Zr10,AM,meltspin
Co81.8V9Zr9.2,AM,meltspin
Co84V8Zr8,AM,meltspin
Co85V5Zr10,AM,meltspin
Co90V0Zr10,AM,meltspin
Co74W12Zr14,AM,meltspin
Co74W13Zr13,AM,meltspin
Co74.5W14Zr11.5,AM,meltspin
Co75W10Zr15,AM,meltspin
Co76.4W8Zr15.6,AM,meltspin
Co77W14Zr9,AM,meltspin
Co78.2W6Zr15.8,AM,meltspin
Co79.5W13Zr7.5,AM,meltspin
Co80W4Zr16,AM,meltspin
Co82W2Zr16,AM,meltspin
Co82W12Zr6,AM,meltspin
Co84W0Zr16,AM,meltspin
Co84.8W10Zr5.2,AM,meltspin
Co86.8W8Zr5.2,AM,meltspin
Co88.5W6Zr5.5,AM,meltspin
Co89.8W4Zr6.2,AM,meltspin
Co90.2W2Zr7.8,AM,meltspin
Co91W0Zr9,AM,meltspin
Co78W8Zr14,AM,meltspin
Co80W10Zr10,AM,meltspin
Co80.5W7Zr12.5,AM,meltspin
Co82.2W6.6Zr11.2,AM,meltspin
Co84W6Zr10,AM,meltspin
Co85W5Zr10,AM,meltspin
Co85.5W5Zr9.5,AM,meltspin
Co90W0Zr10,AM,meltspin
Cr0Fe80P20,AM,meltspin
Cr2Fe78P20,AM,meltspin
Cr4Fe76P20,AM,meltspin
Cr6Fe74P20,AM,meltspin
Cr8Fe72P20,AM,meltspin
Cr7Fe76P17,AM,meltspin
Cr73Fe10P17,AM,meltspin
Cr74Fe9P17,AM,meltspin
Cr23Fe55P22,AM,meltspin
Cr24Fe56.5P19.5,AM,meltspin
Cr25Fe57.5P17.5,AM,meltspin
Cr26Fe59.5P14.5,AM,meltspin
Cr26Fe60.5P13.5,AM,meltspin
Cr8Fe72P20,AM,meltspin
Cr0Fe90Zr10,AM,meltspin
Cr4Fe86Zr10,AM,meltspin
Cr6Fe84Zr10,AM,meltspin
Cr8Fe82Zr10,AM,meltspin
Cr10Fe80Zr10,AM,meltspin
Cr15Fe75Zr10,AM,meltspin
Cr17Fe73Zr10,AM,meltspin
Cr20Fe70Zr10,AM,meltspin
Cr25Fe65Zr10,AM,meltspin
Cr2Fe88Zr10,AM,meltspin
Cr4Fe86Zr10,AM,meltspin
Cr7Fe83Zr10,AM,meltspin
Cr10Fe80Zr10,AM,meltspin
Cr0Ni80P20,AM,meltspin
Cr3Ni77P20,AM,meltspin
Cr5Ni75P20,AM,meltspin
Cr10Ni70P20,AM,meltspin
Cr20Ni60P20,AM,meltspin
Cr0Ni80P20,AM,meltspin
Cr3Ni77P20,AM,meltspin
Cr5Ni75P20,AM,meltspin
Cr10Ni70P20,AM,meltspin
Cr15Ni65P20,AM,meltspin
Cr20Ni60P20,AM,meltspin
Cr0Ni82P18,AM,meltspin
Cr5Ni75P20,AM,meltspin
Cr7Ni73P20,AM,meltspin
Cr10Ni70P20,AM,meltspin
Cr18Ni62P20,AM,meltspin
Cr0Ni81P19,AM,meltspin
Cr43.5Ni40.5P16,AM,meltspin
Cr55.93Ni28.93P15.14,AM,meltspin
Cr58Ni27P15,AM,meltspin
Cr59.81Ni25.31P14.88,AM,meltspin
Cr69.6Ni16.2P14.2,AC,meltspin
Cr72.5Ni13.5P14,CR,meltspin
Cr87Ni0P13,CR,meltspin
Cr0Ni81P19,AM,meltspin
Cr5Ni76P19,AM,meltspin
Cr10Ni71P19,AM,meltspin
Cr15Ni66P19,AM,meltspin
Cr20Ni61P19,AM,meltspin
Cr25Ni56P19,AM,meltspin
Cr30Ni51P19,AM,meltspin
Cr14Ni68P18,AM,meltspin
Cr40Ni40P20,AM,meltspin
Cr50Ni30P20,AM,meltspin
Cr60Ni20P20,AM,meltspin
Cr80Ni0P20,AC,meltspin
Cr70Ni10P20,CR,meltspin
Cr0Ni33Zr67,AM,meltspin
Cr33Ni0.05Zr66.95,AM,meltspin
Cr33Ni0.1Zr66.9,AM,meltspin
Cr33Ni0.15Zr66.85,AM,meltspin
Cr33Ni0.2Zr66.8,AM,meltspin
Cr15Ni28.05Zr56.95,AM,meltspin
Cr5Ni31.35Zr63.65,AM,meltspin
Cr10Ni29.7Zr60.3,AM,meltspin
Cr15Ni28.05Zr56.95,AM,meltspin
Cr20Ni26.4Zr53.6,AM,meltspin
Cr0Ni60Zr40,AM,meltspin
Cr5Ni55Zr40,AM,meltspin
Cr10Ni50Zr40,AM,meltspin
Cr15Ni15Zr70,AM,meltspin
Cr15Ni25Zr60,AM,meltspin
Cr15Ni35Zr50,AM,meltspin
Cr15Ni45Zr40,AM,meltspin
Cr0Pd80Si20,AM,meltspin
Cr0.5Pd79.5Si20,AM,meltspin
Cr1Pd79Si20,AM,meltspin
Cr2Pd78Si20,AM,meltspin
Cr3Pd77Si20,AM,meltspin
Cr4Pd76Si20,AM,meltspin
Cr5Pd75Si20,AM,meltspin
