Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom]
MnCdO3,Mn,Cd,FALSE,not balanced,not balanced,0.96,0.95,orthorhombic,-1.287,0.328,0.600,12.100,0.000,5.332,5.436,8.349,90.0,90.0,90.0,-3.757
MnCeO3,Mn,Ce,FALSE,2,4,0.96,0.87,orthorhombic,-2.529,0.319,0.800,14.238,0.315,5.784,5.808,8.475,90.0,90.0,90.0,-3.480
MnCoO3,Mn,Co,FALSE,2,4,0.96,0.53,cubic,-1.044,0.605,0.688,10.015,0.000,3.686,3.686,3.686,90.0,90.0,90.0,-0.239
MnCrO3,Mn,Cr,FALSE,2,4,0.96,0.55,cubic,-1.739,0.511,1.400,10.557,0.000,3.751,3.751,3.751,90.0,90.0,90.0,0.722
MnCsO3,Mn,Cs,FALSE,not balanced,not balanced,0.96,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-
MnCuO3,Mn,Cu,FALSE,3,3,0.65,0.54,cubic,-0.764,0.628,0.883,10.094,0.000,3.696,3.696,3.696,90.0,90.0,90.0,-1.889
MnDyO3,Mn,Dy,FALSE,not balanced,not balanced,0.96,0.99,cubic,-1.850,1.135,0.960,15.447,0.000,4.259,4.259,4.259,90.0,90.0,90.0,-2.742
MnErO3,Mn,Er,FALSE,not balanced,not balanced,0.96,0.89,cubic,-1.928,1.079,1.195,15.035,0.000,4.220,4.220,4.220,90.0,90.0,90.0,-2.457
MnEuO3,Mn,Eu,FALSE,not balanced,not balanced,0.96,1.06,rhombohedral,-2.303,0.312,0.600,14.615,1.500,6.143,6.143,6.143,55.3,55.3,55.3,-4.666
MnFeO3,Mn,Fe,FALSE,2,4,0.96,0.59,orthorhombic,-1.693,0.140,1.800,9.927,0.000,4.934,5.243,7.676,90.0,90.0,90.0,0.308
MnGaO3,Mn,Ga,FALSE,not balanced,not balanced,0.96,0.62,cubic,-1.405,0.654,0.800,10.942,0.000,3.796,3.796,3.796,90.0,90.0,90.0,-1.675
MnGdO3,Mn,Gd,FALSE,not balanced,not balanced,0.96,0.94,orthorhombic,-2.667,0.279,0.800,12.844,0.346,5.661,5.680,7.989,90.0,90.0,90.0,-2.850
MnGeO3,Mn,Ge,FALSE,2,4,0.96,0.53,orthorhombic,-1.941,0.085,1.000,9.776,1.382,5.090,5.237,7.334,90.0,90.0,90.0,3.174
MnHfO3,Mn,Hf,FALSE,2,4,0.96,0.71,orthorhombic,-3.093,0.026,1.000,11.554,3.348,5.331,5.551,7.809,90.0,90.0,90.0,3.919
MnHgO3,Mn,Hg,FALSE,not balanced,not balanced,0.96,1.11,orthorhombic,-0.939,0.293,0.744,12.283,0.000,5.098,5.361,8.988,90.0,90.0,90.0,-1.970
MnHoO3,Mn,Ho,FALSE,not balanced,not balanced,0.96,0.90,cubic,-1.883,1.113,0.974,15.220,0.000,4.238,4.238,4.238,90.0,90.0,90.0,-2.667
MnInO3,Mn,In,FALSE,not balanced,not balanced,0.96,0.80,cubic,-1.008,0.933,0.898,13.610,0.000,4.083,4.083,4.083,90.0,90.0,90.0,-2.326
MnIrO3,Mn,Ir,FALSE,2,4,0.96,0.63,cubic,-0.830,0.669,1.207,11.909,0.000,3.905,3.905,3.905,90.0,90.0,90.0,0.114
MnKO3,Mn,K,FALSE,not balanced,not balanced,0.96,1.38,orthorhombic,-1.543,0.118,0.400,14.955,0.977,4.945,5.600,10.800,90.0,90.0,90.0,-5.171
MnLaO3,Mn,La,FALSE,not balanced,not balanced,0.96,1.03,orthorhombic,-2.639,0.293,0.800,14.125,0.268,5.791,5.842,8.351,90.0,90.0,90.0,-3.007
MnLiO3,Mn,Li,FALSE,not balanced,not balanced,0.96,0.76,cubic,-0.788,1.036,0.399,9.124,0.000,3.573,3.573,3.573,90.0,90.0,90.0,-4.252
MnLuO3,Mn,Lu,FALSE,not balanced,not balanced,0.96,0.86,cubic,-2.027,1.007,0.799,14.489,0.000,4.169,4.169,4.169,90.0,90.0,90.0,-2.197
MnMgO3,Mn,Mg,FALSE,not balanced,not balanced,0.96,0.72,cubic,-1.349,0.947,0.600,11.130,0.000,3.818,3.818,3.818,90.0,90.0,90.0,-3.251
Mn2O3,Mn,Mn,FALSE,not balanced,not balanced,0.96,0.62,cubic,-1.578,0.439,1.627,10.335,0.000,3.725,3.725,3.725,90.0,90.0,90.0,0.319
MnMoO3,Mn,Mo,FALSE,2,4,0.96,0.65,orthorhombic,-1.971,0.193,1.167,10.964,0.000,5.288,5.430,7.637,90.0,90.0,90.0,3.603
MnNaO3,Mn,Na,FALSE,not balanced,not balanced,0.96,1.02,orthorhombic,-1.473,0.259,0.400,12.273,0.729,5.121,5.153,9.301,90.0,90.0,90.0,-3.164
MnNbO3,Mn,Nb,FALSE,2,4,0.96,0.68,orthorhombic,-2.381,0.127,1.043,11.366,0.000,5.311,5.556,7.705,90.0,90.0,90.0,4.424
MnNdO3,Mn,Nd,FALSE,not balanced,not balanced,0.96,0.98,orthorhombic,-2.579,0.307,0.800,13.679,0.345,5.754,5.799,8.200,90.0,90.0,90.0,-3.216
MnNiO3,Mn,Ni,FALSE,2,4,0.96,0.48,cubic,-0.893,0.703,1.000,9.953,0.000,3.678,3.678,3.678,90.0,90.0,90.0,-1.570
MnNpO3,Mn,Np,FALSE,element not in BV,element not in BV,0.96,0.86,cubic,-2.162,0.879,1.577,16.315,0.000,4.337,4.337,4.337,90.0,90.0,90.0,2.376
MnOsO3,Mn,Os,FALSE,element not in BV,element not in BV,0.96,0.57,cubic,-1.029,0.519,1.224,11.806,0.000,3.894,3.894,3.894,90.0,90.0,90.0,1.279
MnPaO3,Mn,Pa,FALSE,element not in BV,element not in BV,0.96,0.91,rhombohedral,-2.660,0.014,1.200,14.951,1.705,6.063,6.063,6.063,57.8,57.8,57.8,4.966
MnPbO3,Mn,Pb,FALSE,2,4,0.96,0.78,orthorhombic,-1.476,0.150,0.998,12.685,0.000,5.532,5.661,8.101,90.0,90.0,90.0,0.121
MnPdO3,Mn,Pd,FALSE,2,4,0.96,0.62,cubic,-0.613,0.697,0.907,11.927,0.000,3.907,3.907,3.907,90.0,90.0,90.0,-1.086
MnPmO3,Mn,Pm,FALSE,element not in BV,element not in BV,0.96,0.97,orthorhombic,-2.604,0.301,0.800,13.426,0.357,5.688,5.724,8.248,90.0,90.0,90.0,-3.111
MnPrO3,Mn,Pr,FALSE,2,4,0.96,0.85,orthorhombic,-2.555,0.315,0.800,13.935,0.333,5.744,5.779,8.396,90.0,90.0,90.0,-3.338
MnPtO3,Mn,Pt,FALSE,element not in BV,element not in BV,0.96,0.67,cubic,-0.617,0.766,0.944,12.217,0.000,3.938,3.938,3.938,90.0,90.0,90.0,-1.147
MnPuO3,Mn,Pu,FALSE,element not in BV,element not in BV,0.96,0.83,orthorhombic,-2.802,0.086,1.800,13.402,1.643,5.625,5.739,8.303,90.0,90.0,90.0,1.110
MnRbO3,Mn,Rb,FALSE,not balanced,not balanced,0.96,1.52,cubic,0.428,2.166,0.996,15.271,0.000,4.242,4.242,4.242,90.0,90.0,90.0,-3.963
MnReO3,Mn,Re,FALSE,2,4,0.96,0.63,orthorhombic,-1.650,0.190,1.150,10.846,0.000,5.294,5.381,7.614,90.0,90.0,90.0,1.851
MnRhO3,Mn,Rh,FALSE,2,4,0.96,0.60,cubic,-0.875,0.614,1.264,11.726,0.000,3.885,3.885,3.885,90.0,90.0,90.0,0.048
MnRuO3,Mn,Ru,FALSE,2,4,0.96,0.62,orthorhombic,-1.529,0.072,0.605,10.435,0.000,5.218,5.328,7.506,90.0,90.0,90.0,1.401
MnSbO3,Mn,Sb,FALSE,1,5,0.96,0.60,cubic,-1.301,0.554,1.055,13.412,0.000,4.063,4.063,4.063,90.0,90.0,90.0,1.874
MnScO3,Mn,Sc,FALSE,not balanced,not balanced,0.96,0.75,cubic,-2.108,0.805,0.798,12.927,0.000,4.013,4.013,4.013,90.0,90.0,90.0,-1.879
MnSiO3,Mn,Si,FALSE,2,4,0.96,0.40,orthorhombic,-2.487,0.227,1.000,8.709,3.851,4.928,5.026,7.033,90.0,90.0,90.0,5.482
MnSmO3,Mn,Sm,FALSE,not balanced,not balanced,0.96,0.96,orthorhombic,-2.618,0.296,0.800,13.265,0.000,5.669,5.706,8.202,90.0,90.0,90.0,-3.085
MnSnO3,Mn,Sn,FALSE,2,4,0.96,0.69,orthorhombic,-1.984,0.042,1.000,11.639,0.851,5.368,5.544,7.823,90.0,90.0,90.0,2.711
MnSrO3,Mn,Sr,FALSE,not balanced,not balanced,0.96,1.18,orthorhombic,-2.149,0.260,0.600,14.854,0.604,5.631,5.697,9.261,90.0,90.0,90.0,-5.900
MnTaO3,Mn,Ta,FALSE,2,4,0.96,0.68,orthorhombic,-2.490,0.180,0.800,11.181,0.000,5.262,5.590,7.602,90.0,90.0,90.0,4.948
MnTbO3,Mn,Tb,FALSE,2,4,0.96,0.76,orthorhombic,-2.552,0.272,0.800,12.685,0.245,5.646,5.656,7.944,90.0,90.0,90.0,-2.675
MnTcO3,Mn,Tc,FALSE,element not in BV,element not in BV,0.96,0.60,orthorhombic,-1.722,0.113,1.172,10.646,0.000,5.222,5.395,7.557,90.0,90.0,90.0,2.216
MnTeO3,Mn,Te,FALSE,2,4,0.96,0.97,cubic,-1.004,0.681,1.043,14.324,0.000,4.153,4.153,4.153,90.0,90.0,90.0,1.654
MnThO3,Mn,Th,FALSE,2,4,0.96,0.94,cubic,-2.368,0.989,1.008,18.631,0.000,4.533,4.533,4.533,90.0,90.0,90.0,2.387
MnTiO3,Mn,Ti,FALSE,2,4,0.96,0.61,orthorhombic,-2.777,0.060,1.000,10.264,1.398,5.132,5.357,7.467,90.0,90.0,90.0,3.891
MnTlO3,Mn,Tl,FALSE,not balanced,not balanced,0.96,1.20,rhombohedral,-1.381,0.096,0.800,12.794,0.000,6.043,7.236,7.248,55.2,30.0,55.3,-2.514
MnTmO3,Mn,Tm,FALSE,not balanced,not balanced,0.96,0.96,cubic,-1.972,1.052,0.798,14.829,0.000,4.201,4.201,4.201,90.0,90.0,90.0,-2.333
MnUO3,Mn,U,FALSE,2,4,0.96,0.89,cubic,-2.377,0.729,1.278,16.208,0.000,4.327,4.327,4.327,90.0,90.0,90.0,3.612
MnVO3,Mn,V,FALSE,2,4,0.96,0.58,orthorhombic,-2.330,0.052,1.200,10.068,0.000,5.132,5.275,7.438,90.0,90.0,90.0,2.704
MnWO3,Mn,W,FALSE,2,4,0.96,0.66,rhombohedral,-1.946,0.263,0.947,10.985,0.000,5.241,5.241,5.241,63.6,63.6,63.6,3.688
MnYO3,Mn,Y,FALSE,not balanced,not balanced,0.96,0.90,cubic,-1.828,1.132,0.800,15.647,0.000,4.277,4.277,4.277,90.0,90.0,90.0,-2.709
MnYbO3,Mn,Yb,FALSE,not balanced,not balanced,0.96,0.95,rhombohedral,-2.293,0.317,0.600,13.057,1.473,5.875,5.875,5.875,56.1,56.1,56.1,-4.328
MnZnO3,Mn,Zn,FALSE,not balanced,not balanced,0.96,0.74,cubic,-0.867,0.843,0.844,10.931,0.000,3.795,3.795,3.795,90.0,90.0,90.0,-2.793
MnZrO3,Mn,Zr,FALSE,2,4,0.96,0.72,orthorhombic,-2.943,0.052,1.000,11.900,3.057,5.383,5.594,7.903,90.0,90.0,90.0,2.972
MoAcO3,Mo,Ac,FALSE,element not in BV,element not in BV,0.73,1.12,rhombohedral,-2.403,0.356,0.200,16.382,0.000,5.917,5.917,5.917,65.4,65.4,65.4,-8.478
MoAgO3,Mo,Ag,FALSE,3,3,0.69,0.75,orthorhombic,-1.368,0.362,0.002,13.694,0.000,5.563,5.640,8.729,90.0,90.0,90.0,-9.289
MoAlO3,Mo,Al,FALSE,3,3,0.69,0.54,cubic,-1.718,0.884,0.599,9.692,0.000,3.646,3.646,3.646,90.0,90.0,90.0,1.533
MoAsO3,Mo,As,FALSE,3,3,0.69,0.58,cubic,-0.399,1.375,0.793,11.693,0.000,3.881,3.881,3.881,90.0,90.0,90.0,-0.346
MoAuO3,Mo,Au,FALSE,element not in BV,element not in BV,0.73,0.93,cubic,0.418,2.149,0.688,13.289,0.000,4.050,4.050,4.050,90.0,90.0,90.0,-8.504
MoBO3,Mo,B,FALSE,3,3,0.69,0.27,cubic,-0.828,1.453,0.535,7.826,0.000,3.395,3.395,3.395,90.0,90.0,90.0,1.516
MoBaO3,Mo,Ba,FALSE,4,2,0.65,1.35,rhombohedral,-2.311,0.278,0.000,18.697,0.788,6.254,6.254,6.254,63.7,63.7,63.7,-14.618
MoBeO3,Mo,Be,FALSE,4,2,0.65,0.45,cubic,-1.384,1.096,0.349,7.928,0.000,3.410,3.410,3.410,90.0,90.0,90.0,-0.936
MoBiO3,Mo,Bi,FALSE,3,3,0.69,1.03,cubic,-0.179,1.633,0.863,15.295,0.000,4.245,4.245,4.245,90.0,90.0,90.0,-6.762
MoCaO3,Mo,Ca,FALSE,4,2,0.65,1.00,orthorhombic,-2.310,0.344,0.399,13.220,0.000,5.553,5.802,8.206,90.0,90.0,90.0,-10.717
MoCdO3,Mo,Cd,FALSE,4,2,0.65,0.95,orthorhombic,-1.430,0.393,0.400,12.721,0.000,5.578,5.698,8.005,90.0,90.0,90.0,-9.669
MoCeO3,Mo,Ce,FALSE,3,3,0.69,1.01,rhombohedral,-2.319,0.441,0.200,15.288,0.000,5.754,5.754,5.754,66.2,66.2,66.2,-8.761
MoCoO3,Mo,Co,FALSE,3,3,0.69,0.61,cubic,-0.555,1.258,0.590,9.791,0.000,3.658,3.658,3.658,90.0,90.0,90.0,-0.950
MoCrO3,Mo,Cr,FALSE,3,3,0.69,0.62,cubic,-1.128,1.082,1.200,10.906,0.000,3.792,3.792,3.792,90.0,90.0,90.0,-0.144
MoCsO3,Mo,Cs,FALSE,not balanced,not balanced,0.73,1.67,orthorhombic,-2.114,0.066,0.020,20.730,0.000,5.560,6.549,11.387,90.0,90.0,90.0,-
MoCuO3,Mo,Cu,FALSE,3,3,0.69,0.54,orthorhombic,-1.422,0.312,0.186,10.635,0.000,5.221,5.254,7.754,90.0,90.0,90.0,-3.836
MoDyO3,Mo,Dy,FALSE,4,2,0.65,1.07,cubic,-1.191,1.704,0.599,15.572,0.000,4.270,4.270,4.270,90.0,90.0,90.0,-5.636
MoErO3,Mo,Er,FALSE,3,3,0.69,0.89,cubic,-1.279,1.639,0.599,15.076,0.000,4.224,4.224,4.224,90.0,90.0,90.0,-5.746
MoEuO3,Mo,Eu,FALSE,3,3,0.69,0.95,orthorhombic,-2.442,0.373,0.188,13.797,0.000,5.430,6.124,8.298,90.0,90.0,90.0,-12.294
MoFeO3,Mo,Fe,FALSE,4,2,0.65,0.78,cubic,-0.677,1.263,1.600,10.904,0.000,3.792,3.792,3.792,90.0,90.0,90.0,-2.265
MoGaO3,Mo,Ga,FALSE,3,3,0.69,0.62,cubic,-0.918,1.105,0.600,10.700,0.000,3.768,3.768,3.768,90.0,90.0,90.0,-1.156
MoGdO3,Mo,Gd,FALSE,3,3,0.69,0.94,cubic,-1.095,1.785,0.604,16.124,0.000,4.320,4.320,4.320,90.0,90.0,90.0,-6.964
MoGeO3,Mo,Ge,FALSE,not balanced,not balanced,0.73,0.63,cubic,-0.788,1.072,0.780,10.769,0.000,3.776,3.776,3.776,90.0,90.0,90.0,1.353
MoHfO3,Mo,Hf,FALSE,3,3,0.69,0.71,cubic,-1.894,1.056,0.800,13.424,0.000,4.064,4.064,4.064,90.0,90.0,90.0,0.470
MoHgO3,Mo,Hg,FALSE,4,2,0.65,1.02,cubic,0.539,2.269,0.695,14.256,0.000,4.146,4.146,4.146,90.0,90.0,90.0,-10.695
MoHoO3,Mo,Ho,FALSE,4,2,0.65,0.90,cubic,-1.236,1.670,0.598,15.318,0.000,4.247,4.247,4.247,90.0,90.0,90.0,-6.047
MoInO3,Mo,In,FALSE,3,3,0.69,0.80,rhombohedral,-1.338,0.570,0.582,13.082,0.000,5.705,5.705,5.705,59.8,59.8,59.8,-5.376
MoIrO3,Mo,Ir,FALSE,3,3,0.69,0.68,cubic,-0.073,1.658,0.578,12.069,0.000,3.922,3.922,3.922,90.0,90.0,90.0,-2.497
MoKO3,Mo,K,FALSE,not balanced,not balanced,0.73,1.38,orthorhombic,-2.074,0.205,0.018,17.230,0.000,5.423,6.188,10.268,90.0,90.0,90.0,-19.535
MoLaO3,Mo,La,FALSE,3,3,0.69,1.03,cubic,-0.886,2.005,0.600,17.735,0.000,4.459,4.459,4.459,90.0,90.0,90.0,-8.239
MoLiO3,Mo,Li,FALSE,not balanced,not balanced,0.73,0.76,orthorhombic,-2.056,0.266,0.027,9.258,0.000,4.760,5.048,7.706,90.0,90.0,90.0,-5.319
MoLuO3,Mo,Lu,FALSE,3,3,0.69,0.86,cubic,-1.410,1.541,0.600,14.329,0.000,4.153,4.153,4.153,90.0,90.0,90.0,-4.815
MoMgO3,Mo,Mg,FALSE,4,2,0.65,0.72,cubic,-1.045,1.476,0.400,10.244,0.000,3.714,3.714,3.714,90.0,90.0,90.0,-4.539
MoMnO3,Mo,Mn,FALSE,3,3,0.69,0.65,cubic,-0.905,1.259,1.400,10.908,0.000,3.792,3.792,3.792,90.0,90.0,90.0,-2.055
Mo2O3,Mo,Mo,FALSE,3,3,0.69,0.69,cubic,-0.959,0.980,0.861,12.207,0.000,3.937,3.937,3.937,90.0,90.0,90.0,2.276
MoNaO3,Mo,Na,FALSE,not balanced,not balanced,0.73,1.02,orthorhombic,-1.981,0.282,0.073,13.047,0.000,5.552,5.614,8.372,90.0,90.0,90.0,-13.886
MoNbO3,Mo,Nb,FALSE,4,2,0.65,0.72,cubic,-1.392,0.914,0.875,12.973,0.000,4.018,4.018,4.018,90.0,90.0,90.0,4.100
MoNdO3,Mo,Nd,FALSE,3,3,0.69,0.98,cubic,-0.868,1.955,0.583,17.452,0.000,4.435,4.435,4.435,90.0,90.0,90.0,-8.140
MoNiO3,Mo,Ni,FALSE,4,2,0.65,0.69,cubic,-0.471,1.335,0.800,9.941,0.000,3.677,3.677,3.677,90.0,90.0,90.0,-3.207
MoNpO3,Mo,Np,FALSE,element not in BV,element not in BV,0.73,0.86,cubic,-1.366,1.506,-0.446,16.413,0.000,4.346,4.346,4.346,90.0,90.0,90.0,-3.762
MoOsO3,Mo,Os,FALSE,element not in BV,element not in BV,0.73,0.57,cubic,-0.247,1.483,0.609,11.964,0.000,3.911,3.911,3.911,90.0,90.0,90.0,0.001
MoPaO3,Mo,Pa,FALSE,element not in BV,element not in BV,0.73,0.91,cubic,-1.551,0.954,1.000,16.736,0.000,4.374,4.374,4.374,90.0,90.0,90.0,1.350
MoPbO3,Mo,Pb,FALSE,not balanced,not balanced,0.73,0.99,rhombohedral,-1.516,0.372,0.000,16.019,0.503,5.757,5.757,5.757,68.9,68.9,68.9,-
MoPdO3,Mo,Pd,FALSE,4,2,0.65,0.86,cubic,0.039,1.770,0.601,12.131,0.000,3.929,3.929,3.929,90.0,90.0,90.0,-5.914
MoPmO3,Mo,Pm,FALSE,element not in BV,element not in BV,0.73,0.97,cubic,-0.933,1.875,0.600,17.050,0.000,4.401,4.401,4.401,90.0,90.0,90.0,-7.846
MoPrO3,Mo,Pr,FALSE,3,3,0.69,0.99,cubic,-0.812,1.973,0.603,17.869,0.000,4.471,4.471,4.471,90.0,90.0,90.0,-8.375
MoPtO3,Mo,Pt,FALSE,element not in BV,element not in BV,0.73,0.67,cubic,0.120,1.851,0.639,12.547,0.000,3.973,3.973,3.973,90.0,90.0,90.0,-3.673
MoPuO3,Mo,Pu,FALSE,element not in BV,element not in BV,0.73,0.83,tetragonal,-1.925,0.862,0.978,13.881,0.000,3.585,3.585,5.401,90.0,90.0,90.0,-
MoRbO3,Mo,Rb,FALSE,not balanced,not balanced,0.73,1.52,orthorhombic,-2.089,0.184,0.021,18.867,0.000,5.460,6.384,10.825,90.0,90.0,90.0,-20.254
MoReO3,Mo,Re,FALSE,4,2,0.65,0.63,cubic,-0.597,1.208,0.862,11.994,0.000,3.914,3.914,3.914,90.0,90.0,90.0,1.194
MoRhO3,Mo,Rh,FALSE,3,3,0.69,0.67,cubic,-0.181,1.549,0.530,11.805,0.000,3.894,3.894,3.894,90.0,90.0,90.0,-1.347
MoRuO3,Mo,Ru,FALSE,4,2,0.65,0.68,cubic,-0.339,1.392,0.477,11.755,0.000,3.888,3.888,3.888,90.0,90.0,90.0,0.101
MoSbO3,Mo,Sb,FALSE,not balanced,not balanced,0.73,0.68,cubic,-0.517,1.303,0.893,13.416,0.000,4.063,4.063,4.063,90.0,90.0,90.0,0.980
MoScO3,Mo,Sc,FALSE,3,3,0.69,0.75,cubic,-1.553,1.320,0.600,12.518,0.000,3.970,3.970,3.970,90.0,90.0,90.0,-3.025
MoSiO3,Mo,Si,FALSE,not balanced,not balanced,0.73,0.40,cubic,-1.363,1.128,0.796,9.375,0.000,3.606,3.606,3.606,90.0,90.0,90.0,3.183
MoSmO3,Mo,Sm,FALSE,4,2,0.65,1.22,cubic,-0.972,1.869,0.599,16.797,0.000,4.379,4.379,4.379,90.0,90.0,90.0,-7.626
MoSnO3,Mo,Sn,FALSE,not balanced,not balanced,0.73,0.69,orthorhombic,-1.545,0.363,0.000,11.997,0.000,5.470,6.511,6.737,90.0,90.0,90.0,1.663
MoSrO3,Mo,Sr,FALSE,4,2,0.65,1.18,rhombohedral,-2.310,0.326,0.000,16.330,0.638,6.015,6.015,6.015,62.8,62.8,62.8,-13.854
MoTaO3,Mo,Ta,FALSE,4,2,0.65,0.72,cubic,-1.582,0.932,0.912,12.765,0.000,3.996,3.996,3.996,90.0,90.0,90.0,4.762
MoTbO3,Mo,Tb,FALSE,4,2,0.65,0.92,cubic,-1.013,1.744,0.599,15.850,0.000,4.295,4.295,4.295,90.0,90.0,90.0,-6.658
MoTcO3,Mo,Tc,FALSE,element not in BV,element not in BV,0.73,0.60,cubic,-0.626,1.177,0.830,11.881,0.000,3.902,3.902,3.902,90.0,90.0,90.0,1.248
MoTeO3,Mo,Te,FALSE,not balanced,not balanced,0.73,0.77,cubic,-0.220,1.510,0.875,14.311,0.000,4.152,4.152,4.152,90.0,90.0,90.0,-1.090
MoThO3,Mo,Th,FALSE,not balanced,not balanced,0.73,0.94,cubic,-1.598,1.590,0.800,18.663,0.000,4.536,4.536,4.536,90.0,90.0,90.0,-3.025
MoTiO3,Mo,Ti,FALSE,3,3,0.69,0.67,cubic,-1.678,0.914,0.780,11.500,0.000,3.860,3.860,3.860,90.0,90.0,90.0,1.916
MoTlO3,Mo,Tl,FALSE,3,3,0.69,0.89,orthorhombic,-1.683,0.202,0.006,18.061,0.000,5.599,6.273,10.283,90.0,90.0,90.0,-9.227
MoTmO3,Mo,Tm,FALSE,3,3,0.69,0.88,cubic,-1.335,1.601,0.599,14.774,0.000,4.196,4.196,4.196,90.0,90.0,90.0,-5.379
MoUO3,Mo,U,FALSE,3,3,0.69,1.03,cubic,-1.748,1.190,1.200,16.178,0.000,4.325,4.325,4.325,90.0,90.0,90.0,0.006
MoVO3,Mo,V,FALSE,3,3,0.69,0.64,cubic,-1.249,1.036,1.001,10.978,0.000,3.800,3.800,3.800,90.0,90.0,90.0,0.960
MoWO3,Mo,W,FALSE,4,2,0.65,0.66,cubic,-1.019,0.938,0.883,12.261,0.000,3.943,3.943,3.943,90.0,90.0,90.0,2.596
MoYO3,Mo,Y,FALSE,3,3,0.69,0.90,cubic,-1.168,1.735,0.600,15.662,0.000,4.278,4.278,4.278,90.0,90.0,90.0,-4.275
MoYbO3,Mo,Yb,FALSE,3,3,0.69,0.87,orthorhombic,-2.450,0.308,0.398,12.850,0.000,5.502,5.784,8.076,90.0,90.0,90.0,-10.578
MoZnO3,Mo,Zn,FALSE,4,2,0.65,0.74,cubic,-0.400,1.567,0.520,10.832,0.000,3.783,3.783,3.783,90.0,90.0,90.0,-5.452
MoZrO3,Mo,Zr,FALSE,3,3,0.69,0.72,cubic,-1.702,1.124,0.800,13.977,0.000,4.119,4.119,4.119,90.0,90.0,90.0,-0.740
NaAcO3,Na,Ac,FALSE,element not in BV,element not in BV,1.39,1.12,orthorhombic,-2.018,0.352,0.100,16.191,0.000,6.063,6.228,8.575,90.0,90.0,90.0,-0.778
NaAgO3,Na,Ag,FALSE,not balanced,not balanced,1.39,0.95,cubic,-0.237,0.512,-,13.187,0.000,4.040,4.040,4.040,90.0,90.0,90.0,-2.055
NaAlO3,Na,Al,FALSE,not balanced,not balanced,1.39,0.54,cubic,-1.961,0.331,-,10.117,0.000,3.698,3.698,3.698,90.0,90.0,90.0,-1.269
NaAsO3,Na,As,FALSE,1,5,1.39,0.46,orthorhombic,-1.530,0.230,-,9.703,1.080,5.156,5.159,7.296,90.0,90.0,90.0,1.226
NaAuO3,Na,Au,FALSE,element not in BV,element not in BV,1.39,0.93,orthorhombic,-0.578,0.228,-,11.449,0.000,5.357,5.589,7.649,90.0,90.0,90.0,-2.008
NaBO3,Na,B,FALSE,not balanced,not balanced,1.39,0.27,cubic,-0.987,1.053,-,7.561,0.000,3.356,3.356,3.356,90.0,90.0,90.0,-3.806
NaBaO3,Na,Ba,FALSE,not balanced,not balanced,1.39,1.35,cubic,-0.871,0.933,-,19.061,0.000,4.568,4.568,4.568,90.0,90.0,90.0,-2.008
NaBeO3,Na,Be,FALSE,not balanced,not balanced,1.39,0.45,cubic,-1.096,0.717,-,8.555,0.000,3.497,3.497,3.497,90.0,90.0,90.0,-2.864
NaBiO3,Na,Bi,FALSE,1,5,1.39,0.76,orthorhombic,-1.407,0.048,-,13.512,0.736,5.705,5.819,8.140,90.0,90.0,90.0,0.270
NaCaO3,Na,Ca,FALSE,not balanced,not balanced,1.39,1.00,orthorhombic,-1.719,0.186,-,13.425,0.000,5.992,6.287,7.127,90.0,90.0,90.0,-6.274
NaCdO3,Na,Cd,FALSE,not balanced,not balanced,1.39,0.95,cubic,-0.445,0.676,-,14.242,0.000,4.145,4.145,4.145,90.0,90.0,90.0,-4.290
NaCeO3,Na,Ce,FALSE,not balanced,not balanced,1.39,0.94,cubic,-1.784,0.556,0.400,19.270,0.000,4.584,4.584,4.584,90.0,90.0,90.0,-1.582
NaCoO3,Na,Co,FALSE,not balanced,not balanced,1.39,0.63,orthorhombic,-1.033,0.269,0.785,10.223,0.000,5.230,5.305,7.370,90.0,90.0,90.0,0.679
NaCrO3,Na,Cr,FALSE,1,5,1.39,0.49,orthorhombic,-1.743,0.270,0.200,9.961,0.000,5.151,5.228,7.398,90.0,90.0,90.0,-12.261
NaCsO3,Na,Cs,FALSE,not balanced,not balanced,1.39,1.67,cubic,-0.125,1.051,-,16.632,0.000,4.365,4.365,4.365,90.0,90.0,90.0,-1.460
NaCuO3,Na,Cu,FALSE,not balanced,not balanced,1.39,0.68,orthorhombic,-0.569,0.439,-,10.018,0.000,5.154,5.286,7.355,90.0,90.0,90.0,-1.586
NaDyO3,Na,Dy,FALSE,not balanced,not balanced,1.39,0.99,orthorhombic,-2.314,0.191,0.000,13.022,2.472,6.017,6.145,7.043,90.0,90.0,90.0,-1.337
NaErO3,Na,Er,FALSE,not balanced,not balanced,1.39,0.89,rhombohedral,-2.109,0.434,0.400,14.272,0.000,5.811,5.811,5.811,61.3,61.3,61.3,-1.302
NaEuO3,Na,Eu,FALSE,not balanced,not balanced,1.39,1.06,orthorhombic,-1.860,0.125,0.204,13.686,0.000,6.164,6.262,7.092,90.0,90.0,90.0,-4.835
